,Id,LotFrontage,LotArea,YearBuilt,CentralAir,GrLivArea,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageArea,OpenPorchSF,SalePrice,Condition,Mean_rank,YearRemod,Exterior,TotalSF,TotalBath,WoodYN
813,814,75.0,9750,1958,1,1442,4,1,0,301,0,157900,1,6.0,0,0,2884,1.5,1
814,815,45.0,8248,1918,1,1250,3,1,0,280,0,116000,1,6.0,1,0,1936,2.0,0
815,816,48.0,12137,1998,1,1661,3,1,0,598,34,224900,1,6.0,0,0,3310,2.0,1
816,817,58.666666666666664,11425,1954,1,1008,2,1,1,275,0,137000,1,5.5,0,0,2016,1.0,1
817,818,69.33333333333333,13265,2002,1,1689,3,1,2,857,59,271000,1,6.5,0,1,3257,3.0,0
818,819,80.0,8816,1971,1,1052,3,1,0,440,0,155000,1,6.5,0,0,2062,2.0,1
819,820,44.0,6371,2009,1,1358,2,1,1,484,35,224000,1,6.0,1,0,2716,3.0,0
820,821,72.0,7226,2003,1,1640,3,1,0,595,45,183000,1,6.0,0,0,2438,2.5,1
821,822,60.0,6000,1953,0,936,2,1,0,576,32,93000,1,4.0,0,0,1872,1.0,1
822,823,60.0,12394,2003,1,1733,3,1,1,433,48,225000,1,6.0,0,0,2580,2.5,0
823,824,60.0,9900,1940,1,1489,3,1,1,240,0,139500,1,6.5,1,0,2267,2.0,0
824,825,81.0,11216,2006,1,1489,3,1,1,776,140,232600,1,6.5,0,0,2978,2.0,1
825,826,114.0,14803,2007,1,2084,2,1,1,1220,45,385000,1,7.5,1,1,4162,3.0,0
826,827,50.0,6130,1924,1,784,2,1,0,0,0,109500,1,5.5,1,0,1568,2.0,1
827,828,65.0,8529,2001,1,1434,3,1,1,527,39,189000,1,6.0,0,0,2888,2.0,0
828,829,44.5,28698,1967,1,2126,3,1,0,538,0,185000,1,5.0,0,0,3139,3.0,0
829,830,24.0,2544,2005,1,1223,2,1,0,480,166,147400,1,6.0,0,0,1743,2.5,1
830,831,80.0,11900,1957,1,1392,3,1,2,458,0,166000,1,5.5,0,0,2784,2.5,1
831,832,30.0,3180,2005,1,1200,2,1,0,480,166,151000,1,6.0,0,0,1720,2.5,1
832,833,44.0,9548,2003,1,1829,3,1,1,613,39,237000,1,6.5,0,0,2770,3.5,0
833,834,100.0,10004,1964,1,1516,3,1,0,472,0,167000,1,6.0,0,1,3032,1.5,1
834,835,75.0,7875,1961,1,1144,3,1,0,456,0,139950,1,5.5,0,0,2288,2.0,1
835,836,60.0,9600,1950,1,1067,2,1,0,436,0,128000,1,5.5,1,1,2134,2.0,0
836,837,90.0,8100,1948,1,1559,2,1,0,812,116,153500,1,5.5,1,0,3118,2.0,1
837,838,21.0,1680,1973,1,987,2,1,0,264,0,100000,1,5.5,0,0,1470,2.5,1
838,839,75.0,9525,1995,1,1099,3,1,0,352,0,144000,1,5.5,1,0,2198,1.5,0
839,840,70.0,11767,1946,1,1200,3,1,0,240,0,130500,1,5.5,1,0,1968,1.0,1
840,841,65.0,12155,1925,0,1482,4,1,0,400,0,140000,1,7.0,1,0,2154,2.0,1
841,842,60.0,10440,1904,1,1539,3,1,1,686,78,157500,1,6.5,1,0,2189,2.0,0
842,843,82.0,9020,1966,1,1165,3,1,0,490,129,174900,1,6.5,0,0,2292,2.5,1
843,844,80.0,8000,1961,0,1800,6,2,0,0,0,141000,0,4.5,0,0,3600,2.0,1
844,845,100.0,12665,1915,1,1416,4,1,1,720,0,153900,0,6.5,1,0,2292,1.5,0
845,846,87.5,16647,1975,1,1701,3,1,2,611,0,171000,0,5.0,1,0,3091,3.0,1
846,847,75.0,9317,1993,1,1775,3,1,1,425,72,213000,1,6.0,0,0,2515,3.5,0
847,848,36.0,15523,1972,1,864,3,1,1,338,0,133500,1,5.5,0,1,1728,2.0,1
848,849,75.0,45600,1908,1,2358,5,1,1,360,40,240000,1,7.0,1,0,3265,3.0,0
849,850,80.0,9600,1976,1,1855,3,1,1,512,100,187000,0,6.5,1,0,2383,2.5,0
850,851,36.0,4435,2003,1,848,1,1,0,420,0,131500,1,5.5,0,0,1696,2.0,0
851,852,44.5,3196,2003,1,1456,2,1,1,400,20,215000,1,6.5,0,0,2729,2.0,0
852,853,53.0,7128,1941,1,1646,4,1,2,240,0,164000,1,6.0,1,0,2564,2.0,1
853,854,77.5,12095,1964,1,1445,3,1,1,645,0,158000,1,6.0,0,1,2572,1.5,0
854,855,102.0,17920,1955,1,1779,3,1,1,454,418,170000,1,4.5,1,1,3542,2.5,1
855,856,89.66666666666667,6897,1962,1,1040,3,1,0,260,104,127000,1,6.5,1,0,2080,2.5,1
856,857,77.33333333333333,10970,1978,1,1026,3,1,0,576,0,147000,1,6.0,0,1,1966,2.0,1
857,858,65.0,8125,1994,1,1481,3,1,1,343,36,174000,1,5.5,1,0,2183,2.5,1
858,859,80.0,10400,1976,1,1370,3,1,1,479,0,152000,1,6.0,0,0,2460,2.0,1
859,860,67.5,11029,1968,1,2654,4,1,1,619,65,250000,0,6.5,1,0,3708,3.5,1
860,861,55.0,7642,1918,1,1426,3,1,1,216,240,189950,1,7.5,1,0,2338,1.5,1
861,862,75.0,11625,1965,1,1039,3,1,0,504,0,131500,1,4.5,0,1,2078,2.5,1
862,863,81.0,9672,1984,1,1097,3,1,0,480,0,152000,1,5.5,1,1,2137,2.0,1
863,864,70.0,7931,1959,1,1148,3,1,0,672,0,132500,1,5.0,0,1,2296,2.0,1
864,865,72.0,8640,2007,1,1372,3,1,0,529,140,250580,1,6.0,1,0,2744,2.0,1
865,866,69.5,8750,1970,1,1002,3,1,0,902,0,148500,1,5.5,0,0,2004,2.0,1
866,867,67.0,10656,2006,1,1646,3,1,1,870,80,248900,1,6.5,1,0,3284,2.0,0
867,868,85.0,6970,1961,1,1120,3,1,0,544,0,129000,0,4.5,0,0,2160,2.5,0
868,869,82.5,14762,1948,1,2320,2,1,1,672,144,169000,0,5.5,1,0,2267,2.0,0
869,870,80.0,9938,1993,1,1949,3,1,1,574,90,236000,1,6.0,1,0,2999,3.5,0
870,871,60.0,6600,1962,0,894,2,1,0,308,0,109500,0,5.0,0,0,1788,1.0,1
871,872,70.0,8750,1998,1,1682,3,1,0,523,77,200500,1,5.5,0,0,2486,2.5,1
872,873,74.0,8892,1953,1,910,3,1,0,414,0,116000,1,6.0,1,1,1015,1.0,0
873,874,60.0,12144,1949,1,1268,3,1,1,288,28,133000,1,6.0,1,0,1868,1.0,1
874,875,52.0,5720,1941,1,1131,3,1,0,200,0,66500,0,5.5,1,0,1807,1.5,0
875,876,75.0,9000,2007,1,2610,4,1,1,550,364,303477,1,6.5,0,1,3794,2.5,0
876,877,94.0,25286,1963,1,1040,3,1,0,648,0,132250,1,4.5,0,1,2104,2.0,1
877,878,74.0,8834,2004,1,2224,4,1,1,738,0,350000,1,7.0,1,0,3686,3.5,0
878,879,88.0,11782,1961,1,1155,3,1,0,576,0,148000,1,6.0,1,0,2264,2.0,0
879,880,74.0,7000,1978,1,864,3,1,0,336,0,136500,1,6.5,1,0,1728,2.0,1
880,881,60.0,7024,2005,1,1090,2,1,0,450,49,157000,1,5.0,1,0,2180,2.5,1
881,882,44.0,13758,1990,1,1717,3,1,1,400,36,187500,1,6.0,1,0,2873,2.5,0
882,883,52.0,9636,1992,1,1593,3,1,1,389,40,178000,1,5.5,1,0,2401,2.5,0
883,884,60.0,6204,1912,0,2230,5,1,0,440,188,118500,1,4.5,1,0,2544,2.0,1
884,885,65.0,7150,1967,1,892,3,1,0,288,0,100000,1,5.0,0,0,1784,1.0,1
885,886,50.0,5119,1999,1,1709,2,1,1,506,65,328900,1,7.0,1,0,3407,3.0,0
886,887,70.0,8393,1959,1,1712,4,2,0,588,54,145000,1,5.0,1,0,3338,2.0,0
887,888,59.0,16466,1955,1,1393,3,1,0,300,0,135500,1,6.0,0,0,2209,1.5,0
888,889,95.0,15865,1970,1,2217,4,1,1,621,207,268000,1,7.0,0,0,4434,3.0,0
889,890,128.0,12160,1953,1,1505,2,1,1,505,0,149500,0,5.0,0,0,3010,2.0,1
890,891,60.0,8064,1949,1,924,3,1,1,576,0,122900,0,6.0,1,0,1596,1.0,1
891,892,70.0,11184,1978,1,1683,3,1,1,440,0,172500,1,5.5,0,0,2601,2.5,0
892,893,70.0,8414,1963,1,1068,3,1,0,264,0,154500,1,7.0,1,0,2127,1.5,0
893,894,67.0,13284,1954,1,1383,3,1,1,354,116,165000,0,5.0,0,1,2766,2.0,0
894,895,64.0,7018,1979,1,1535,4,2,0,400,0,118858,1,5.0,0,0,1535,2.0,1
895,896,71.0,7056,1963,1,1796,4,1,1,483,50,140000,1,5.5,0,0,2576,2.5,1
896,897,50.0,8765,1936,0,951,2,1,0,327,28,106500,1,5.0,1,0,1902,1.0,1
897,898,64.0,7018,1979,1,2240,6,2,0,528,0,142953,0,5.0,0,0,2240,2.0,0
898,899,100.0,12919,2009,1,2364,2,1,2,820,67,611657,1,7.0,1,0,4694,3.5,1
899,900,65.0,6993,1961,1,1236,3,1,1,288,0,135000,0,6.0,1,1,2148,1.0,1
900,901,64.5,7340,1971,1,858,2,1,0,684,0,110000,1,5.0,0,0,1716,1.0,1
901,902,64.0,8712,1957,1,1306,2,1,0,756,0,153000,1,6.0,1,0,2298,2.0,1
902,903,63.0,7875,2003,1,1509,3,1,1,393,75,180000,1,6.0,0,0,2292,2.5,1
903,904,50.0,14859,2006,1,1670,3,1,1,690,60,240000,1,6.0,0,0,3340,2.0,0
904,905,65.0,6173,1967,1,902,3,1,0,288,0,125500,1,5.5,0,1,1778,1.0,1
905,906,80.0,9920,1954,1,1063,3,1,0,280,0,128000,1,5.0,0,0,2119,2.0,1
906,907,116.0,13501,2006,1,1636,3,1,1,865,60,255000,1,6.5,0,0,3259,3.0,1
907,908,86.0,11500,1936,1,2057,3,1,1,180,0,250000,1,7.0,1,0,3074,1.5,1
908,909,117.5,8885,1983,1,902,2,1,0,484,0,131000,1,5.0,0,0,1766,2.0,0
909,910,149.0,12589,2005,1,1484,3,1,1,390,24,174000,1,5.5,0,0,2226,2.5,0
910,911,80.0,11600,1960,1,2274,5,2,0,480,0,154300,0,5.0,0,0,3379,2.0,1
911,912,65.5,9286,1977,1,1268,3,1,0,252,0,143500,1,6.0,1,1,2536,1.5,0
912,913,51.0,6120,1925,0,1015,3,1,0,450,0,88000,1,6.0,1,0,1783,1.0,1
913,914,82.0,6270,1949,0,2002,4,2,0,871,0,145000,1,5.5,1,0,3003,2.0,1
914,915,30.0,3000,2009,1,1224,2,1,0,528,234,173733,1,5.5,0,0,1836,2.5,1
915,916,21.0,2001,1970,1,1092,3,1,0,286,0,75000,1,4.5,0,1,1638,1.5,1
916,917,50.0,9000,1949,0,480,1,1,0,308,0,35311,1,2.5,1,0,960,1.0,1
917,918,76.5,17140,1956,1,1229,3,1,0,284,0,135000,1,5.0,0,0,2363,1.0,1
918,919,103.0,13125,1991,1,2127,4,1,1,833,192,238000,1,6.0,0,0,3231,3.5,0
919,920,87.0,11029,1958,1,1414,3,1,1,601,51,176500,1,7.0,1,0,2598,2.0,1
920,921,70.0,8462,1994,1,1721,3,1,0,471,87,201000,1,5.5,0,0,2649,3.0,0
921,922,67.0,8777,1900,1,2200,4,2,0,0,70,145900,0,6.0,1,0,3472,5.0,1
922,923,65.0,10237,2005,1,1316,3,1,1,397,0,169990,0,5.5,1,0,2632,2.0,0
923,924,50.0,8012,1993,1,1617,2,1,1,533,69,193000,1,5.5,1,0,3221,3.0,1
924,925,79.0,10240,1980,1,1686,3,1,1,612,131,207500,1,6.0,0,0,3372,3.0,0
925,926,86.0,15611,1977,1,1126,3,1,0,540,0,175000,1,5.5,0,0,2252,2.5,0
926,927,93.0,11999,2003,1,2374,4,1,1,656,100,285000,1,6.5,1,0,3555,2.5,0
927,928,88.0,9900,1968,1,1978,4,1,1,486,43,176000,0,6.0,0,0,2810,2.5,1
928,929,83.0,11838,2001,1,1788,3,1,1,522,151,236500,1,6.5,0,0,3541,2.0,0
929,930,78.0,13006,1997,1,2236,4,1,1,642,0,222000,1,6.0,0,0,3200,2.5,1
930,931,73.0,8925,2007,1,1466,3,1,0,610,18,201000,1,6.5,0,0,2932,2.0,0
931,932,70.0,9100,1965,1,925,2,1,0,429,0,117500,1,5.5,0,0,1850,1.5,1
932,933,84.0,11670,2006,1,1905,3,1,1,788,191,320000,0,7.0,0,1,3810,2.0,1
933,934,63.0,8487,2004,1,1500,3,1,0,570,36,190000,1,6.0,0,0,3000,2.0,0
934,935,313.0,27650,1960,1,2069,4,1,1,505,0,242000,0,7.0,1,0,2654,3.0,1
935,936,52.0,5825,1926,1,747,1,1,0,528,0,79900,1,4.5,1,0,1347,1.0,1
936,937,67.0,10083,2003,1,1200,2,1,0,555,41,184900,1,6.0,0,0,2376,3.0,1
937,938,75.0,9675,2005,1,1971,3,1,1,689,48,253000,1,6.0,0,0,3084,2.5,1
938,939,73.0,8760,2006,1,1962,3,1,0,868,90,239799,1,6.0,0,0,3353,2.5,1
939,940,64.0,24090,1940,1,2403,4,1,2,349,0,244400,1,7.0,1,0,3435,2.0,0
940,941,55.0,12640,1976,1,1728,4,2,0,574,0,150900,1,5.5,0,0,3456,2.0,0
941,942,48.5,8755,1999,1,2060,3,1,1,390,0,214000,0,6.0,0,0,3052,3.5,1
942,943,42.0,7711,1977,1,1440,4,2,0,0,0,150000,1,3.5,0,0,2880,4.0,0
943,944,100.0,25000,1967,1,1632,4,2,0,576,0,143000,1,4.5,0,1,3264,2.0,1
944,945,99.0,14375,1958,1,1344,3,1,1,525,118,137500,1,6.0,0,0,2163,1.5,1
945,946,98.0,8820,1890,1,1869,2,1,0,456,0,124900,1,5.5,1,0,2837,1.0,0
946,947,70.0,8163,1959,1,1144,3,1,1,796,0,143000,1,5.5,0,0,2288,2.0,0
947,948,85.0,14536,2002,1,1629,3,1,1,808,252,270000,1,6.5,1,0,3245,3.0,1
948,949,65.0,14006,2002,1,1776,3,1,1,474,96,192500,1,6.0,0,0,2712,2.5,0
949,950,78.0,9360,1972,1,1381,3,1,1,676,0,197500,1,6.5,1,0,2542,2.5,1
950,951,60.0,7200,1950,1,864,3,1,0,720,0,129000,1,6.5,1,0,1728,2.0,0
951,952,60.0,7800,1965,1,965,3,1,0,300,0,119900,1,5.0,0,0,1793,2.0,0
952,953,60.0,7200,1972,1,768,2,1,0,396,0,133900,1,6.5,1,1,1536,1.5,0
953,954,47.5,11075,1969,1,1968,4,1,1,530,189,172000,1,4.5,0,0,2752,3.0,0
954,955,35.0,9400,1975,1,980,4,0,0,0,0,127500,1,5.5,0,1,1925,3.0,1
955,956,82.0,7136,1946,0,1958,4,2,0,492,0,145000,1,6.0,1,0,2937,2.0,1
956,957,24.0,1300,1980,1,1229,2,1,1,462,0,124000,1,6.0,0,0,1790,1.5,0
957,958,70.0,7420,1962,1,1057,3,1,0,576,0,132000,1,5.0,0,0,2114,1.0,1
958,959,65.0,8450,2003,1,1337,3,1,0,531,39,185000,1,6.0,0,0,2674,3.0,1
959,960,24.0,2572,1999,1,1416,3,1,0,484,44,155000,1,6.0,0,0,2112,3.5,1
960,961,50.0,7207,1958,1,858,2,1,0,0,0,116500,1,6.0,1,1,1716,2.0,0
961,962,37.0,12227,1977,1,2872,4,1,1,619,282,272000,0,6.5,1,0,4202,3.5,0
962,963,24.0,2308,1976,1,1548,3,1,1,440,0,155000,1,6.0,0,1,2352,3.5,0
963,964,122.0,11923,2007,1,1800,2,1,0,702,136,239000,1,7.0,0,0,3600,2.0,0
964,965,80.0,11316,2002,1,1894,4,1,1,510,40,214900,1,6.0,1,0,2711,3.5,1
965,966,65.0,10237,2005,1,1484,3,1,1,393,72,178900,0,5.5,1,0,2267,2.5,1
966,967,130.0,9600,1940,1,1308,2,1,2,256,70,160000,1,6.0,1,0,2036,2.5,1
967,968,90.0,7390,1955,1,1098,3,1,0,260,0,135000,1,6.0,0,0,2196,2.0,1
968,969,50.0,5925,1910,0,968,2,1,0,0,0,37900,1,4.5,1,0,1568,1.0,1
969,970,75.0,10382,1958,1,1095,2,1,0,264,0,140000,1,5.5,0,0,1683,2.0,1
970,971,60.0,10800,1949,0,1192,4,1,0,0,0,135000,1,4.0,1,0,1912,1.5,1
971,972,36.0,2268,2003,1,1626,2,1,0,474,27,173000,1,6.0,1,1,2390,2.0,1
972,973,55.0,7892,1979,1,918,2,1,1,264,0,99500,1,5.5,0,0,1836,2.0,0
973,974,95.0,11639,2007,1,1428,3,1,0,480,120,182000,1,6.0,1,1,2856,2.0,1
974,975,60.0,11414,1910,0,2019,3,1,0,532,135,167500,0,7.5,1,0,2747,1.0,0
975,976,55.5,2651,2000,1,1382,3,1,0,490,50,165000,1,6.0,0,0,2055,3.5,0
976,977,51.0,5900,1923,1,869,2,1,0,0,0,85500,1,5.5,1,0,1309,1.0,1
977,978,35.0,4274,2006,1,1241,1,1,0,569,116,199900,1,6.0,1,0,2482,2.5,1
978,979,68.0,9450,1954,1,894,3,1,0,400,0,110000,1,4.5,0,0,1788,1.0,1
979,980,80.0,8816,1963,1,1121,3,1,0,480,80,139000,0,5.5,0,0,2242,2.0,1
980,981,89.0,12122,1961,1,999,3,1,0,588,76,178400,1,8.0,1,1,1943,2.0,0
981,982,98.0,12203,1998,1,2612,4,1,1,676,0,336000,1,6.5,1,0,3837,3.5,0
982,983,43.0,3182,2007,1,1266,2,1,1,388,16,159895,1,6.0,0,0,2532,2.0,0
983,984,59.0,11250,2002,1,2290,4,1,1,779,0,255900,1,6.5,0,1,3418,2.5,1
984,985,75.0,10125,1977,1,1734,4,2,0,539,0,126000,1,5.0,0,0,1734,2.0,1
985,986,68.0,10880,1950,0,1164,3,1,0,240,48,125000,1,5.0,0,0,2328,2.0,1
986,987,59.0,5310,1910,1,1635,2,1,0,255,0,117000,0,7.0,1,0,2120,1.0,0
987,988,83.0,10159,2009,1,1940,3,1,1,606,95,395192,1,7.0,1,0,3870,3.5,0
988,989,74.0,12046,1976,1,2030,4,1,1,551,224,195000,1,6.0,0,0,2878,2.5,1
989,990,65.0,8125,2006,1,1576,3,1,0,614,50,197000,1,6.0,0,0,2346,2.5,1
990,991,82.0,9452,1997,1,2392,3,1,1,870,70,348000,1,6.5,1,0,3788,3.5,1
991,992,121.0,17671,1882,1,1742,4,1,1,424,169,168000,0,8.5,1,0,2658,1.5,1
992,993,80.0,9760,1964,1,1851,3,1,1,440,42,187000,1,7.0,1,0,2673,2.5,0
993,994,68.0,8846,2005,1,1500,3,1,0,564,35,173900,1,5.5,1,0,2250,2.5,1
994,995,96.0,12456,2006,1,1718,3,1,1,786,48,337500,1,7.5,1,1,3418,3.0,0
995,996,51.0,4712,1946,1,1230,3,1,0,305,57,121600,0,5.5,1,0,1977,2.5,1
996,997,54.0,10659,1961,1,1050,3,1,0,368,319,136500,1,5.5,0,0,2100,2.0,1
997,998,57.0,11717,1970,1,1442,2,1,1,615,0,185000,0,6.0,0,0,2884,2.0,0
998,999,60.0,9786,1922,0,1077,3,1,1,210,100,91000,1,3.5,1,0,2084,1.0,1
999,1000,64.0,6762,2006,1,1208,2,1,0,632,61,206000,1,6.0,0,0,2395,3.0,0
1000,1001,74.0,10206,1952,0,944,2,1,0,528,0,82000,1,3.0,0,1,944,1.0,1
1001,1002,60.0,5400,1920,1,691,2,1,0,216,20,86000,1,5.5,1,0,1382,1.0,1
1002,1003,75.0,11957,2006,1,1574,3,1,1,824,104,232000,0,6.5,0,0,3148,2.0,0
1003,1004,59.0,11500,1976,1,1680,4,2,0,528,0,136905,0,5.5,0,0,3360,2.0,1
1004,1005,43.0,3182,2005,1,1504,1,1,1,457,0,181000,1,6.0,1,0,2850,2.0,0
1005,1006,65.0,8385,1977,1,985,3,1,0,328,0,149900,1,6.5,0,0,1970,2.0,0
1006,1007,43.0,12155,1970,1,1657,3,1,1,484,0,163500,0,4.5,0,0,3314,2.5,1
1007,1008,21.0,2217,1970,1,1092,3,1,0,286,0,88000,1,4.0,0,1,1638,1.5,0
1008,1009,43.0,12118,2004,1,1710,3,1,1,550,48,240000,1,6.0,1,0,3420,2.0,0
1009,1010,60.0,6000,1926,1,1522,4,1,0,0,0,102000,1,5.0,1,0,2016,2.0,1
1010,1011,115.0,21286,1948,1,1271,4,1,1,312,0,135000,1,5.0,1,0,1991,2.0,1
1011,1012,75.0,9825,1965,0,1664,4,2,0,0,0,100000,1,5.0,0,0,1664,2.0,1
1012,1013,55.0,10592,1923,1,1502,3,1,2,180,0,165000,1,6.5,1,0,2104,1.5,0
1013,1014,60.0,7200,1910,0,1022,2,1,0,280,30,85000,1,4.5,1,1,2044,2.0,1
1014,1015,60.0,11664,1948,1,1082,2,1,1,240,130,119200,0,5.5,1,0,2164,1.0,1
1015,1016,70.0,8400,2001,1,1665,3,1,0,528,45,227000,1,7.0,0,0,2475,3.5,1
1016,1017,73.0,11883,1996,1,1504,3,1,1,478,66,203000,1,6.0,0,0,3008,3.0,0
1017,1018,63.0,5814,1984,1,1360,1,1,1,565,0,187500,1,6.5,0,0,2580,2.0,0
1018,1019,53.0,10784,1991,1,1472,3,1,1,402,0,160000,1,6.0,1,0,1856,2.5,0
1019,1020,43.0,3013,2005,1,1506,2,1,1,440,20,213490,1,6.0,0,0,2868,2.0,0
1020,1021,60.0,7024,2005,1,1132,2,1,0,451,64,176000,1,4.5,0,0,2264,2.5,0
1021,1022,64.0,7406,2006,1,1220,2,1,0,632,54,194000,1,6.0,0,0,2419,3.0,0
1022,1023,52.0,9439,1930,1,1248,2,1,0,160,0,87000,1,5.0,1,0,2160,1.0,1
1023,1024,43.0,3182,2005,1,1504,2,1,1,437,20,191000,1,6.0,1,0,2850,2.0,0
1024,1025,56.5,15498,1976,1,2898,2,1,1,665,72,287000,1,7.0,0,1,4463,3.0,1
1025,1026,70.0,7700,1972,1,882,3,1,0,461,0,112500,1,5.0,0,0,1764,2.0,0
1026,1027,73.0,9300,1960,1,1264,3,1,2,461,0,167500,0,5.0,0,1,2532,2.0,1
1027,1028,71.0,9520,2007,1,1646,3,1,1,800,44,293077,1,6.5,1,0,3284,3.0,0
1028,1029,79.0,9492,1941,1,1376,3,1,1,240,0,105000,0,5.0,1,1,2144,2.0,1
1029,1030,21.0,1680,1972,1,1218,3,1,0,264,28,118000,1,6.5,0,0,1890,2.0,1
1030,1031,61.5,7082,1916,1,1928,5,2,0,0,0,160000,1,6.5,1,0,2614,2.0,1
1031,1032,102.0,15863,1920,1,3082,5,1,2,672,63,197000,1,5.0,1,1,3509,3.5,0
1032,1033,84.66666666666667,14541,1993,1,2520,5,1,1,796,55,310000,1,7.5,0,0,3858,3.5,0
1033,1034,67.33333333333334,8125,2002,1,1654,3,1,0,900,136,230000,1,6.0,0,0,3308,3.0,1
1034,1035,50.0,6305,1938,1,954,2,1,1,240,0,119750,1,6.0,1,0,1874,1.0,1
1035,1036,69.5,11500,1957,0,845,3,1,0,290,0,84000,1,3.5,0,0,845,1.0,0
1036,1037,89.0,12898,2007,1,1620,2,1,1,912,0,315500,1,7.0,1,0,3240,3.0,0
1037,1038,55.0,9240,2001,1,2263,3,1,1,905,45,287000,1,6.5,1,0,3318,2.5,1
1038,1039,21.0,1533,1970,1,1344,3,1,1,0,0,97000,1,5.0,1,1,1890,1.5,1
1039,1040,21.0,1477,1970,1,630,1,1,0,286,0,80000,1,4.0,0,1,1260,2.0,1
1040,1041,88.0,13125,1957,1,1803,3,1,1,484,0,155000,1,4.5,1,0,2937,3.0,1
1041,1042,61.0,9130,1966,1,1632,4,1,0,484,40,173000,0,7.0,1,0,2432,2.0,1
1042,1043,34.0,5381,2005,1,1306,1,1,1,624,63,196000,1,5.5,0,0,2612,3.0,0
1043,1044,86.0,11839,1990,1,2329,4,1,1,514,121,262280,1,6.0,0,0,3804,3.5,0
1044,1045,80.0,9600,1981,1,2524,4,1,1,542,120,278000,0,6.5,0,0,5048,3.5,0
1045,1046,82.5,13680,1955,1,1733,4,1,1,452,0,139600,1,4.0,0,1,1733,2.0,1
1046,1047,85.0,16056,2005,1,2868,4,1,1,716,108,556581,1,7.0,1,1,4860,3.5,0
1047,1048,57.0,9245,1994,1,990,3,1,0,672,0,145000,1,5.0,1,0,1980,1.5,1
1048,1049,100.0,21750,1960,1,1771,3,1,1,336,0,115000,1,4.5,1,0,1771,1.0,1
1049,1050,60.0,11100,1946,1,930,2,1,0,308,0,84900,1,5.5,1,0,930,1.0,1
1050,1051,73.0,8993,2007,1,1302,3,1,0,436,22,176485,1,6.0,0,0,2604,2.0,1
1051,1052,103.0,11175,2007,1,1316,3,1,1,440,20,200141,1,6.0,0,0,2632,2.0,1
1052,1053,100.0,9500,1964,1,1977,4,1,1,540,52,165000,0,6.0,1,0,2793,2.0,1
1053,1054,68.0,8562,1957,1,1526,4,1,1,364,78,144500,1,5.5,1,0,2742,1.0,0
1054,1055,90.0,11367,2002,1,1989,3,1,1,586,60,255000,1,6.5,0,0,3054,3.5,0
1055,1056,104.0,11361,1976,1,1523,3,1,1,478,0,180000,1,5.5,0,0,2716,2.5,1
1056,1057,43.0,7052,2005,1,1364,2,1,1,484,36,185850,1,6.0,0,0,2728,3.0,0
1057,1058,69.5,29959,1994,1,1850,3,1,1,467,98,248000,1,6.5,0,0,2823,2.5,0
1058,1059,96.0,11308,2008,1,2184,3,1,1,836,102,335000,1,7.0,0,0,3288,3.5,1
1059,1060,68.5,11275,1932,1,1991,3,1,1,432,0,220000,1,6.5,1,0,2845,1.5,1
1060,1061,41.0,4920,2001,1,1338,2,1,0,582,0,213500,1,6.5,0,1,2676,3.0,1
1061,1062,120.0,18000,1935,1,894,2,1,0,1248,20,81000,1,3.5,1,0,1788,1.0,1
1062,1063,85.0,13600,1900,0,2337,5,2,0,560,57,90000,1,5.0,1,0,2999,2.0,1
1063,1064,50.0,6000,1925,1,1103,2,1,1,440,120,110500,0,6.0,1,0,2206,1.0,0
1064,1065,65.0,11000,1966,1,1154,3,1,1,480,58,154000,1,5.5,0,0,2308,1.5,1
1065,1066,80.0,14000,1996,1,2260,3,1,0,533,44,328000,1,6.0,1,0,3566,3.5,0
1066,1067,59.0,7837,1993,1,1571,3,1,1,380,40,178000,1,6.5,1,0,2370,2.5,1
1067,1068,80.0,9760,1964,1,1611,4,1,0,442,128,167900,1,6.0,0,0,2391,2.5,0
1068,1069,42.0,3964,1973,1,2521,5,1,1,576,20,151400,1,5.0,0,1,3463,3.5,0
1069,1070,60.0,9600,1949,1,893,2,1,0,576,0,135000,1,6.0,1,0,1738,1.5,1
1070,1071,72.0,10152,1956,1,1048,3,1,0,286,20,135000,1,5.0,0,0,2096,2.0,1
1071,1072,78.0,11700,1968,1,1556,4,1,0,441,0,154000,0,6.0,0,0,2283,1.5,1
1072,1073,50.0,7585,1948,1,1456,4,1,1,280,0,91500,0,4.0,1,0,2266,2.5,1
1073,1074,75.0,7950,1977,1,1426,3,1,0,440,0,159500,1,6.0,0,1,2116,1.5,0
1074,1075,74.0,8556,2006,1,1240,2,1,0,826,93,194000,1,6.0,0,0,2480,2.0,0
1075,1076,75.0,13125,1940,1,1740,3,1,2,240,0,219500,1,6.5,1,0,2540,1.5,1
1076,1077,60.0,10800,1936,1,1466,3,1,1,566,21,170000,1,6.5,1,0,2262,2.5,0
1077,1078,48.5,15870,1969,1,1096,3,1,0,299,32,138800,1,5.0,0,1,2192,2.0,0
1078,1079,37.0,4435,2004,1,848,1,1,1,420,0,155900,1,5.5,0,0,1696,2.0,0
1079,1080,65.0,8775,1994,1,990,3,1,0,299,64,126000,1,5.0,0,0,1980,1.0,1
1080,1081,80.0,11040,1971,1,1258,3,1,0,528,0,145000,1,6.5,1,0,2516,2.5,0
1081,1082,75.0,7500,1963,1,1040,3,1,0,308,0,133000,0,5.0,0,0,2080,2.5,1
